time_s,velocity_ms,velocity_kmh,dist_in_lap_m,lap_num,elevation_m,grade,P_elec_W
0.2,0.11351831593656646,0.40866593737163925,0.0,1,205.36240680472147,0.003071185299855556,400.0
0.4,0.22786085801596218,0.8202990888574638,0.022805815287583384,1,205.3624788085801,0.003074658569361633,600.0
0.6000000000000001,0.34210446761075813,1.2315760833987293,0.06841708747775324,1,205.3626228151659,0.0030816050537926343,800.0
0.8,0.45624914472095446,1.642496920995436,0.13683137852709215,1,205.36283881678128,0.003092024381840552,1000.0
1.0,0.5702948893465509,2.0530616016475833,0.2280441709850509,1,205.3631267991635,0.0031059158655087917,1200.0
1.2,0.6842417014875477,2.4632701253551716,0.34204886863088924,1,205.36348674148655,0.003123278500209179,1400.0
1.4,0.7980895811439448,2.8731224921182013,0.4788367974960539,1,205.36391861636454,0.0031441109649176634,1400.0
1.5999999999999999,0.9118385283157422,3.282618701936672,0.6383972072716237,1,205.36442238985592,0.0031684116223886713,1400.0
1.7999999999999998,1.0254885430029397,3.691758754810583,0.820717273100297,1,205.3649980214693,0.003196178519428017,1400.0
1.9999999999999998,1.1390396252055377,4.100542650739936,1.0257820977522414,1,205.36564869150095,0.0032270882343371308,1400.0
2.1999999999999997,1.252491774923521,4.508970389724675,1.2535747141839737,1,205.3663964061612,0.0032589430061475875,1400.0
2.4,1.365934868748,4.9173655274928,1.504076214499673,1,205.36721866127698,0.003293973413435284,1400.0
2.6,1.4792675829839512,5.325363298742224,1.7772666146169254,1,205.36811539125185,0.003332176661603999,1400.0
2.8000000000000003,1.5924818173989965,5.732934542636388,2.0731239811680706,1,205.36909514918426,0.0033726655758585357,1400.0
3.0000000000000004,1.705569941361127,6.140051788900057,2.3916244352661806,1,205.37017817415688,0.0034133541932163886,1400.0
3.2000000000000006,1.8185248660883113,6.546689517917921,2.7327425035418607,1,205.3713381077827,0.0034569322238764124,1400.0
3.400000000000001,1.931339947091624,6.952823809529846,3.096451939660122,1,205.37258554055921,0.003502265451725194,1400.0
3.600000000000001,2.0440092738046687,7.358433385696808,3.482724671647545,1,205.37394178800582,0.0035470831126544235,1400.0
3.800000000000001,2.156527195625439,7.76349790425158,3.8915312503819677,1,205.37537715434843,0.0035945152845737044,1400.0
4.000000000000001,2.2688888307514077,8.167999790705068,4.322841744034891,1,205.37692494878195,0.0036408914232416894,1400.0
4.200000000000001,2.3810897735568393,8.571923184804621,4.776624512859405,1,205.37856519839104,0.0036883876055895837,1400.0
4.400000000000001,2.4931260481719324,8.975253773418958,5.252847653364676,1,205.38031090418332,0.0037354530488983876,1400.0
4.600000000000001,2.6049946989582087,9.377980916249552,5.751478147536069,1,205.38216126664682,0.003782161959524186,1400.0
4.800000000000002,2.716693377106737,9.780096157584254,6.272482475088063,1,205.384118920327,0.0038280710744075957,1400.0
5.000000000000002,2.8282200725422997,10.181592261152279,6.815826587765115,1,205.38618359453997,0.0038731944286188864,1400.0
5.200000000000002,2.9395734722180116,10.582464499984843,7.381476086774115,1,205.3883642416902,0.003916255853008393,1400.0
5.400000000000002,3.0507532134640094,10.982711568470434,7.969396220695015,1,205.39064640792964,0.00395904846972678,1400.0
5.600000000000002,3.16175943967742,11.382333982838711,8.579552389707525,1,205.39305812278945,0.003997724825378416,1400.0
5.8000000000000025,3.2725927573817786,11.781333926574403,9.211909445042249,1,205.39557423226958,0.004035475263385252,1400.0
6.000000000000003,3.383254635507627,12.179716687827458,9.866433202380623,1,205.39820786135184,0.0040704020237655346,1400.0
6.200000000000003,3.4937469565553805,12.57748904359937,10.543089192320402,1,205.40096320991628,0.004101533304828993,1400.0
6.400000000000003,3.6040724494952094,12.974660818182754,11.241843408455354,1,205.4038296374055,0.004130289786126692,1400.0
6.600000000000003,3.714234327637121,13.371243579493635,11.962662691418451,1,205.40681152416826,0.004155807763333816,1400.0
6.800000000000003,3.8242364146881704,13.767251092877414,12.705514173672682,1,205.40991679299586,0.004176157152281982,1400.0
7.0000000000000036,3.93408306827091,14.162699045775277,13.47036562115485,1,205.4131338780061,0.004192991275543881,1400.0
7.200000000000004,4.043779166742406,14.557605000272662,14.257186192966751,1,205.41646305878623,0.004205885235089711,1400.0
7.400000000000004,4.1533300210861555,14.95198807591016,15.06594579403264,1,205.4199036613775,0.004214463339324739,1400.0
